ticket_id,brand,channel,category,priority,created_at,resolved_at,agent_id,satisfaction_score
T0003522,priceline,chat,General Query,High,04/10/2024 06:54,2024-10-04 11:51:36,A0012,
T0001973,Booking.com,phone,Billing,Urgent,09/07/2024 05:56,2024-07-09 08:21:12,A0028,5
T0002062,priceline,email,Billing,Urgent,2024-06-29 22:05:00,2024-06-30 02:53:00,A0053,
T0001450,KAYAK,email,booking change,High,2025-03-16 09:39:00,,A0046,
T0000193,Booking.com,email,Billing ,High,2025-04-15 06:36:00,2025-04-15 17:13:12,A0047,3
T0001896,agoda,chat,General Query,Low,22/09/2024 02:03,2024-09-22 04:58:48,A0043,4
T0000291,agoda,social,Technical Issue,Medium,2024-06-04 02:04:00,2024-06-04 11:27:24,A0059,
T0000489,agoda,social,Billing ,Urgent,08/02/2025 15:11,2025-02-08 21:07:24,A0060,
T0003332,KAYAK,phone,Billing,Low,2024-09-27 16:05:00,,A0013,
T0003204,Booking.com,email,booking change,Urgent,14/08/2024 17:03,2024-08-15 00:45:00,A0060,
T0002115,KAYAK,phone,Technical Issue,Medium,2024-11-15 20:57:00,2024-11-16 01:40:48,A0012,2
T0004229,KAYAK,chat,Billing,High,2024-12-27 11:31:00,2024-12-28 01:26:12,A0059,1
T0002907,KAYAK,phone,TECHNICAL ISSUE,High,2024-10-18 17:10:00,2024-10-19 03:27:24,A0047,7
T0004303,priceline,phone,Billing ,Medium,30/01/2025 09:12,2025-01-30 16:07:48,A0046,3
T0003446,priceline,phone,Technical Issue,Medium,2024-12-14 08:46:00,2024-12-14 22:28:36,A0056,4
T0003604,Booking.com,email,General Query,Low,2025-03-24 04:36:00,2025-03-24 12:08:24,A0010,1
T0002718,Booking.com,CHAT,cancellation,Low,2024-07-29 07:37:00,2024-07-29 08:35:12,A0051,5
T0002437,agoda,chat,General Query,Urgent,2025-04-30 07:52:00,2025-04-30 14:59:48,A0015,4
T0004186,KAYAK,PHONE,Technical Issue,Medium,2025-02-07 06:10:00,2025-02-07 10:05:48,A0008,4
T0003077,priceline,e-mail,Technical Issue,High,2024-09-22 02:40:00,2024-09-22 08:15:24,A0023,5
T0000817,KAYAK,phone,Billing,Low,2024-06-29 16:47:00,2024-06-29 18:03:12,A0059,1
T0001735,priceline,social,Booking Change ,Urgent,15/11/2024 18:04,2024-11-15 20:20:48,A0018,
T0000061,KAYAK,phone,Technical Issue,High,2024-07-22 12:42:00,2024-07-22 21:03:36,A0048,3
T0000454,agoda,phone,Booking Change,Low,2024-06-16 20:10:00,2024-06-16 22:32:48,A0016,5
T0003033,agoda,phone,Technical Issue,Medium,2025-01-20 08:05:00,,A0020,
T0003396,agoda,social,General Query,High,2024-11-23 19:55:00,2024-11-23 23:02:12,A0002,10
T0003179,KAYAK,email,General Query,Medium,01/05/2025 21:13,2025-05-02 00:43:36,A0057,1
T0002753,Booking.com,phone,billing,High,2025-01-24 14:15:00,2025-01-24 15:12:36,A0012,5
T0000555,Booking.com,Email,Booking Change,Medium,2024-12-05 09:09:00,2024-12-05 12:25:48,A0026,
T0004878,KAYAK,chat,General Query,Low,2025-02-27 15:40:00,2025-02-27 22:08:48,A0036,1
T0001975,priceline,email,BOOKING CHANGE,Urgent,02/07/2024 05:53,2024-07-02 22:51:12,A0032,4
T0004475,priceline,phone,BOOKING CHANGE,Medium,2024-09-28 00:37:00,2024-09-28 04:25:36,A0028,
T0003434,KAYAK,email,General Query ,Medium,2024-06-23 18:20:00,2024-06-23 18:48:48,A0040,10
T0001785,Booking.com,Email,Booking Change,Low,2025-05-18 23:55:00,2025-05-19 00:26:12,A0007,5
T0003336,KAYAK,social,General Query,Urgent,13/03/2025 07:37,2025-03-13 21:41:48,A0026,1
T0000712,agoda,phone,Billing,Urgent,2024-09-10 20:33:00,2024-09-11 04:24:00,A0001,5
T0000414,agoda,e-mail,Cancellation,High,21/09/2024 08:17,2024-09-21 22:42:48,A0033,4
T0001640,KAYAK,email,Technical Issue,High,2024-11-12 23:53:00,,A0032,
T0000126,Booking.com,chat,BILLING,High,2025-01-15 18:52:00,2025-01-15 20:11:12,A0056,
T0001059,Booking.com,SOCIAL,Cancellation,Low,2025-03-03 13:08:00,2025-03-03 20:08:00,A0011,
T0004758,agoda,social,Technical Issue,Medium,2024-10-22 00:41:00,2024-10-22 12:26:36,A0026,
T0000744,agoda,CHAT,General Query,Medium,12/01/2025 03:12,2025-01-12 12:54:00,A0046,
T0003806,Booking.com,chat,Cancellation,Urgent,2025-04-24 05:41:00,2025-04-24 20:53:00,A0059,10
T0002072,Booking.com,social,General Query,Medium,2024-09-26 22:19:00,2024-09-27 04:30:24,A0052,5
T0002645,Booking.com,social,Cancellation,High,2025-01-03 00:53:00,2025-01-03 21:07:24,A0037,3
T0004653,priceline,phone,Cancellation,Low,28/06/2024 17:25,2024-06-29 13:07:00,A0039,4
T0002908,priceline,PHONE,Technical Issue,Medium,2024-09-16 17:24:00,,A0008,
T0004972,Booking.com,social,Cancellation,Urgent,2024-11-13 08:08:00,2024-11-13 09:46:24,A0035,
T0004403,priceline,phone,Booking Change,Low,19/03/2025 06:20,2025-03-19 09:08:36,A0049,3
T0003859,priceline,social,Billing,High,2025-04-03 09:27:00,2025-04-03 23:48:36,A0016,1
T0000223,priceline,email,General Query ,High,2025-03-31 17:24:00,2025-04-01 01:32:24,A0005,
T0001186,priceline,email,Cancellation,Low,2024-09-26 10:10:00,2024-09-27 03:44:12,A0013,2
T0000007,Booking.com,social,Billing,Medium,2024-12-16 22:48:00,2024-12-17 16:35:24,A0009,1
T0001726,priceline,phone,Booking Change,Urgent,2024-06-26 02:52:00,2024-06-26 03:56:12,A0006,4
T0000556,priceline,chat,Billing,Medium,2024-12-15 04:36:00,2024-12-15 11:39:36,A0035,
T0002454,Booking.com,phone,Cancellation,Urgent,2025-05-19 16:46:00,2025-05-20 11:08:12,A0010,6
T0000363,agoda,email,Cancellation,Medium,2024-06-25 17:33:00,2024-06-25 19:17:24,A0037,1
T0003282,agoda,email,Billing,Medium,2025-05-30 11:26:00,2025-05-30 23:57:48,A0044,1
T0004075,Booking.com,phone,Booking Change,Low,2025-04-12 18:44:00,2025-04-12 19:33:48,A0041,2
T0003053,KAYAK,phone,Technical Issue,High,2025-02-15 09:49:00,2025-02-15 10:38:48,A0042,
T0003017,agoda,email,CANCELLATION,High,2024-12-19 16:40:00,2024-12-19 21:02:12,A0055,1
T0000518,Booking.com,email,Billing,Urgent,2025-05-31 22:45:00,2025-06-01 14:07:12,A0005,4
T0000589,KAYAK,phone,general query,Urgent,2025-03-03 01:03:00,2025-03-03 04:25:48,A0036,6
T0002217,KAYAK,chat,cancellation,High,2024-11-26 17:56:00,2024-11-27 04:56:00,A0060,10
T0000842,Booking.com,phone,General Query,Medium,2024-08-28 04:47:00,2024-08-28 06:24:48,A0017,2
T0004787,KAYAK,social,Technical Issue,Medium,2025-04-11 12:52:00,2025-04-11 15:31:36,A0011,
T0001525,KAYAK,phone,Cancellation,Urgent,2024-06-11 16:56:00,2024-06-11 20:27:12,A0027,
T0004074,KAYAK,social,General Query,Low,2024-10-04 14:17:00,2024-10-04 20:29:00,A0054,6
T0000059,agoda,phone,Cancellation,Low,09/07/2024 11:32,2024-07-09 16:30:12,A0014,1
T0003137,agoda,phone,Cancellation,Medium,2024-10-01 17:00:00,2024-10-02 00:07:48,A0020,2
T0003224,agoda,chat,General Query,High,2025-01-17 13:01:00,2025-01-17 16:26:12,A0055,1
T0001356,agoda,social,Technical Issue,Low,2025-01-22 12:55:00,,A0046,
T0000253,KAYAK,SOCIAL,Cancellation,Urgent,2025-02-25 10:58:00,2025-02-25 18:34:00,A0044,1
T0002697,agoda,chat,Technical Issue,High,2024-11-26 21:19:00,2024-11-26 22:22:36,A0033,10
T0001098,agoda,email,Billing,Low,2024-06-25 22:51:00,2024-06-26 07:25:48,A0017,5
T0002658,agoda,phone,Technical Issue,Low,21/05/2025 10:50,,A0057,
T0003855,priceline,chat,Cancellation,Medium,2024-11-15 05:28:00,2024-11-15 07:34:00,A0026,4
T0000422,agoda,chat,TECHNICAL ISSUE,Medium,2024-09-14 02:16:00,2024-09-14 03:11:12,A0056,3
T0000373,agoda,social,Cancellation,Low,2024-10-11 05:33:00,2024-10-11 12:12:36,A0036,2
T0002609,agoda,phone,General Query,Urgent,2024-09-10 03:30:00,2024-09-10 04:55:48,A0059,
T0000269,Booking.com,phone,Billing,Low,2024-10-11 14:49:00,2024-10-11 21:05:48,A0049,5
T0003697,KAYAK,phone,technical issue,Urgent,14/05/2025 22:43,2025-05-15 01:08:48,A0016,5
T0002262,Booking.com,email,Cancellation,Low,2025-03-10 18:29:00,2025-03-11 19:33:48,A0001,1
T0000839,priceline,phone,General Query,Medium,2024-11-03 01:15:00,2024-11-03 19:20:24,A0049,3
T0003120,Booking.com,Email,Billing,Urgent,2024-10-06 22:51:00,2024-10-07 02:28:48,A0017,3
T0001102,KAYAK,phone,Technical Issue,High,21/04/2025 17:04,2025-04-21 23:59:48,A0060,9
T0001820,agoda,chat,Cancellation,Urgent,2024-08-01 23:51:00,2024-08-02 09:34:48,A0009,4
T0003091,priceline,chat,Booking Change,Medium,2024-11-03 03:50:00,,A0058,
T0003826,KAYAK,phone,Billing,Urgent,12/10/2024 07:31,2024-10-12 15:08:48,A0032,3
T0002323,KAYAK,phone,General Query,Low,2025-01-15 14:34:00,2025-01-15 22:11:48,A0041,3
T0000326,priceline,social,Booking Change,Urgent,2024-07-07 15:06:00,2024-07-07 16:37:12,A0037,
T0001452,agoda,chat,Billing,Medium,2025-01-22 03:01:00,2025-01-22 03:47:12,A0049,4
T0001595,priceline,chat,Cancellation,Medium,2024-11-24 16:36:00,2024-11-24 17:35:24,A0017,4
T0000904,agoda,phone,Cancellation,Low,2024-11-16 17:50:00,,A0001,
T0003961,priceline,email,BILLING,Urgent,2024-10-21 12:44:00,2024-10-21 21:06:48,A0031,
T0002411,priceline,e-mail,Billing,Urgent,31/05/2025 13:21,2025-05-31 15:10:48,A0059,3
T0003986,agoda,email,Booking Change,Low,2025-05-29 22:17:00,,A0051,
T0004784,KAYAK,phone,Booking Change,Urgent,19/03/2025 06:16,2025-03-19 06:54:24,A0010,5
T0004152,priceline,email,General Query,Urgent,2024-08-01 20:07:00,2024-08-02 05:29:12,A0008,
T0000460,priceline,chat,Bill,Medium,2024-06-04 09:20:00,2024-06-04 12:11:00,A0011,
T0001155,Booking.com,Email,General Query,Urgent,26/12/2024 10:56,,A0002,
T0002321,Booking.com,phone,General Query,Low,2025-02-26 23:30:00,2025-02-27 00:03:00,A0046,6
T0000205,Booking.com,chat,Billing,Urgent,2025-03-22 10:46:00,2025-03-22 12:38:12,A0040,6
T0000224,agoda,phone,Technical Issue,Medium,2025-04-10 08:16:00,,A0005,
T0000479,KAYAK,phone,Cancellation,Medium,13/10/2024 10:01,2024-10-13 18:32:48,A0028,3
T0002985,Booking.com,email,booking change,High,2024-11-16 03:37:00,2024-11-16 06:57:24,A0007,6
T0001661,Booking.com,email,Technical Issue,High,2025-02-13 14:35:00,,A0059,
T0004335,priceline,phone,General Query,High,01/07/2024 17:18,2024-07-01 18:30:36,A0019,2
T0001571,Booking.com,phone,technical issue,High,2024-06-27 08:23:00,2024-06-27 16:20:36,A0044,3
T0002479,agoda,email,TECHNICAL ISSUE,Urgent,2024-12-06 18:28:00,2024-12-06 18:52:00,A0050,3
T0001463,Booking.com,Email,Technical Issue,Urgent,2024-12-21 11:40:00,2024-12-21 19:30:24,A0014,5
T0001418,agoda,social,Booking Change,High,2024-10-19 22:27:00,2024-10-21 08:16:12,A0008,5
T0001206,KAYAK,email,BOOKING CHANGE,Urgent,2025-02-20 23:42:00,,A0051,
T0001806,agoda,chat,CANCELLATION,Low,19/02/2025 14:40,2025-02-20 17:31:36,A0008,
T0004032,KAYAK,email,Cancellation,Low,2025-01-30 01:02:00,2025-01-30 15:00:12,A0006,4
T0002888,KAYAK,social,Cancellation,High,2025-01-11 16:04:00,2025-01-12 12:19:36,A0056,5
T0004986,Booking.com,chat,Cancellation,Medium,03/03/2025 19:16,2025-03-04 06:09:24,A0053,4
T0000357,priceline,phone,Cancellation,Medium,2024-06-09 11:51:00,2024-06-09 15:39:36,A0045,
T0000139,Booking.com,social,Billing ,Low,2024-08-01 11:45:00,2024-08-02 02:07:48,A0047,
T0002813,Booking.com,chat,Cancellation,Medium,2024-06-24 00:36:00,2024-06-24 06:21:36,A0016,
T0004546,Booking.com,Email,Technical Issue,Medium,2024-10-25 10:58:00,2024-10-25 15:02:12,A0027,
T0003771,KAYAK,Email,Billing,Medium,2024-10-22 23:42:00,,A0017,
T0000117,Booking.com,email,Cancellation,Medium,2024-06-06 01:00:00,,A0056,
T0001824,Booking.com,phone,Booking Change,High,2024-11-02 07:23:00,2024-11-02 23:00:12,A0040,
T0004607,Booking.com,email,Billing,Medium,2025-04-17 07:40:00,2025-04-18 05:05:48,A0022,
T0003342,KAYAK,phone,General Query,Medium,22/08/2024 10:58,2024-08-22 11:30:24,A0042,5
T0003457,KAYAK,CHAT,Billing,Low,2024-10-15 16:28:00,,A0010,
T0001988,priceline,chat,Cancellation,High,02/02/2025 02:26,,A0045,
T0001691,Booking.com,social,General Query,Urgent,2024-11-26 09:36:00,2024-11-27 08:48:36,A0022,
T0004022,KAYAK,chat,General Query,Medium,2025-02-22 04:27:00,2025-02-22 05:07:12,A0050,4
T0000765,KAYAK,email,GENERAL QUERY,Low,2024-10-17 14:15:00,2024-10-17 18:45:00,A0008,2
T0001882,KAYAK,social,Technical Issue,Medium,12/06/2024 09:27,2024-06-12 20:54:00,A0052,
T0004225,KAYAK,social,CANCELLATION,Urgent,19/07/2024 13:56,2024-07-19 21:56:36,A0019,3
T0002090,agoda,social,General Query,Low,2024-07-08 08:23:00,2024-07-08 21:35:00,A0048,
T0002969,Booking.com,chat,Technical Issue ,Urgent,2024-06-27 16:15:00,2024-06-27 22:00:36,A0053,10
T0003133,KAYAK,chat,Cancellation,Low,2024-06-16 02:44:00,2024-06-16 23:53:00,A0017,
T0001505,Booking.com,e-mail,booking change,Medium,02/08/2024 00:56,2024-08-02 10:24:12,A0011,2
T0001340,KAYAK,social,Billing,Low,10/12/2024 05:04,2024-12-10 13:22:36,A0014,5
T0002636,KAYAK,social,Cancellation,Medium,18/05/2025 16:36,2025-05-20 15:01:12,A0052,
T0004434,priceline,phone,Technical Issue,High,2025-03-25 17:22:00,2025-03-26 02:29:48,A0056,
T0001898,agoda,phone,CANCELLATION,Medium,2024-07-19 02:34:00,2024-07-19 05:23:12,A0045,2
T0003659,agoda,phone,Billing,Low,2024-12-13 14:39:00,,A0022,
T0001923,priceline,email,Technical Issue,Low,2025-03-02 09:47:00,2025-03-02 15:02:36,A0060,4
T0001853,agoda,chat,Booking Change,Low,2025-03-18 22:58:00,,A0053,
T0002052,KAYAK,social,Cancellation,Urgent,2024-07-29 11:03:00,2024-07-30 05:34:12,A0052,5
T0003300,priceline,chat,Booking Change,Low,2025-05-02 17:39:00,2025-05-03 00:28:12,A0054,
T0004601,priceline,phone,GENERAL QUERY,Medium,2024-10-09 06:46:00,2024-10-09 09:34:00,A0032,1
T0004842,agoda,chat,Billing,Urgent,2025-05-27 16:55:00,2025-05-28 02:53:48,A0025,6
T0000847,Booking.com,e-mail,Technical Issue,High,2024-08-11 22:11:00,,A0037,
T0000097,priceline,chat,GENERAL QUERY,High,2025-03-06 06:10:00,2025-03-07 06:32:48,A0034,5
T0004724,Booking.com,chat,Cancellation,Urgent,2024-09-14 00:16:00,2024-09-14 03:20:48,A0022,5
T0001057,priceline,email,Billing,Medium,2025-02-10 09:46:00,,A0043,
T0001014,priceline,phone,Cancellation ,Low,2024-09-28 22:27:00,2024-09-29 00:48:36,A0026,5
T0002734,KAYAK,chat,Billing,Urgent,2025-04-28 23:39:00,,A0056,
T0000994,KAYAK,social,Billing,High,2025-02-19 08:37:00,,A0020,
T0003201,priceline,chat,Billing,High,2024-08-22 17:10:00,2024-08-23 02:37:36,A0047,5
T0000196,Booking.com,social,Booking Change,Urgent,13/06/2024 10:09,2024-06-13 15:38:24,A0026,2
T0003493,agoda,email,Technical Issue,Urgent,2024-10-18 18:21:00,2024-10-18 18:49:48,A0030,5
T0004155,agoda,phone,Booking Change,Low,26/08/2024 00:15,2024-08-26 04:35:24,A0027,
T0000005,agoda,social,General Query,Urgent,2024-10-01 12:47:00,2024-10-01 14:45:48,A0052,1
T0002792,KAYAK,social,General Query ,Medium,2024-07-23 00:44:00,2024-07-23 02:12:48,A0051,
T0000789,Booking.com,social,cancellation,Urgent,2025-04-06 01:08:00,2025-04-06 06:59:36,A0022,
T0002938,KAYAK,email,Technical Issue,Low,2025-01-31 11:37:00,2025-01-31 19:04:36,A0008,
T0004154,Booking.com,phone,Cancellation,Urgent,2024-08-24 09:12:00,2024-08-24 09:42:36,A0054,
T0000493,Booking.com,SOCIAL,Booking Change,High,2025-05-02 08:37:00,2025-05-02 15:42:24,A0034,3
T0000539,Booking.com,chat,Cancellation,Urgent,2024-08-01 08:00:00,2024-08-02 01:00:00,A0045,2
T0004166,priceline,social,Booking Change,Urgent,2025-01-01 11:03:00,2025-01-01 14:16:12,A0058,6
T0001426,KAYAK,Email,Billing,Medium,2024-08-23 05:30:00,2024-08-23 07:48:00,A0032,4
T0001653,agoda,phone,Billing,Medium,25/09/2024 21:01,2024-09-25 21:48:24,,
T0001386,agoda,chat,General Query,Low,2025-05-01 14:01:00,2025-05-01 22:49:00,A0060,5
T0004800,KAYAK,chat,technical issue,Low,2025-05-12 15:49:00,2025-05-12 23:31:00,A0029,3
T0002307,agoda,SOCIAL,billing,Urgent,2024-11-10 16:43:00,2024-11-10 20:13:00,A0017,4
T0000084,KAYAK,email,Cancellation,Medium,2024-07-25 07:13:00,2024-07-25 07:41:48,A0007,
T0004427,agoda,email,General Query,Medium,2025-01-10 20:29:00,,A0040,
T0000533,agoda,phone,Booking Change ,Urgent,09/04/2025 13:31,2025-04-09 18:41:48,A0033,9
T0004539,priceline,chat,Booking Change,Urgent,2024-07-27 16:42:00,2024-07-28 17:43:12,A0050,1
T0004274,Booking.com,chat,General Query ,Medium,2025-06-01 17:31:00,,A0046,
T0003562,priceline,social,Billing,Urgent,2025-05-25 19:24:00,2025-05-26 14:10:12,A0051,
T0000211,agoda,phone,BILLING,Low,2025-01-13 15:13:00,2025-01-13 18:47:48,A0005,
T0001275,Booking.com,e-mail,booking change,Medium,2024-12-18 00:12:00,2024-12-18 19:10:12,A0019,5
T0002040,Booking.com,email,Booking Change,Urgent,17/12/2024 19:15,2024-12-18 05:39:36,A0007,5
T0000706,KAYAK,SOCIAL,Technical Issue,High,2024-08-29 06:51:00,2024-08-29 07:36:36,A0058,4
T0004350,KAYAK,email,General Query,Urgent,16/04/2025 16:22,2025-04-18 05:08:12,A0050,1
T0001139,priceline,chat,Booking Change,Urgent,2024-12-27 01:03:00,2024-12-27 02:11:24,A0025,2
T0002129,agoda,phone,booking change,Low,15/07/2024 15:41,,A0013,
T0001164,KAYAK,social,Cancellation,Low,2024-07-21 23:38:00,2024-07-22 06:30:48,A0025,4
T0003804,Booking.com,social,Technical Issue,Low,2025-02-05 21:56:00,2025-02-06 05:14:36,A0024,4
T0004236,KAYAK,phone,Technical Issue,Medium,2024-10-27 19:10:00,2024-10-28 00:11:48,A0041,2
T0000607,KAYAK,social,technical issue,Urgent,18/04/2025 02:34,2025-04-18 06:29:48,A0012,5
T0001530,agoda,chat,Technical Issue,Medium,2025-01-20 08:06:00,,A0040,
T0001894,agoda,social,Billing,Medium,2024-11-07 04:02:00,,A0009,
T0000673,Booking.com,e-mail,GENERAL QUERY,Medium,2024-12-31 21:45:00,2025-01-01 09:20:24,A0029,
T0003530,agoda,Email,CANCELLATION,Urgent,2024-08-14 04:39:00,2024-08-14 11:13:48,A0002,2
T0000927,priceline,chat,Booking Change ,High,19/07/2024 11:55,2024-07-19 13:44:48,A0009,8
T0003430,Booking.com,email,General Query ,Urgent,2025-05-26 02:30:00,2025-05-26 18:05:24,A0035,4
T0002859,KAYAK,phone,Booking Change,Urgent,2025-05-12 04:50:00,2025-05-13 02:02:00,A0010,7
T0002767,agoda,Email,Cancellation,Urgent,07/03/2025 04:54,2025-03-07 16:38:24,A0021,4
T0003398,priceline,chat,Cancellation,Urgent,2024-10-12 07:42:00,2024-10-12 09:33:00,A0015,5
T0002582,agoda,chat,BOOKING CHANGE,Urgent,2024-06-22 04:55:00,2024-06-22 06:58:36,A0060,
T0004003,KAYAK,e-mail,General Query,Urgent,2024-11-15 17:16:00,2024-11-17 05:20:48,A0048,5
T0004358,KAYAK,phone,Booking Change,Urgent,2024-12-30 01:53:00,2024-12-30 14:25:24,A0030,3
T0002909,KAYAK,chat,Billing,Medium,29/01/2025 03:51,2025-01-29 07:44:24,A0045,5
T0003435,agoda,email,Billing,Low,2024-07-11 15:40:00,2024-07-11 21:35:12,A0040,1
T0004415,agoda,chat,BILLING,High,2024-08-02 22:55:00,2024-08-03 01:37:36,A0014,
T0003548,priceline,social,Booking Change,Low,2024-10-29 00:56:00,2024-10-29 04:27:12,A0057,2
T0001797,Booking.com,phone,Cancellation,Low,2024-10-15 11:57:00,2024-10-16 01:06:00,A0044,1
T0000614,agoda,PHONE,technical issue,Urgent,2024-09-11 02:02:00,2024-09-11 02:42:12,A0048,1
T0004530,agoda,phone,CANCELLATION,Medium,01/05/2025 02:38,2025-05-01 02:51:12,A0058,
T0004001,priceline,email,Booking Change,Medium,28/08/2024 05:54,,A0028,
T0004768,priceline,social,Billing,High,2024-11-20 18:43:00,2024-11-20 20:52:36,A0050,
T0002707,agoda,social,Cancellation,Medium,2025-06-01 13:55:00,2025-06-01 21:37:36,A0015,
T0001585,KAYAK,chat,Cancellation,Urgent,2024-08-10 03:13:00,2024-08-10 10:51:24,A0008,
T0000941,priceline,SOCIAL,General Query,Medium,16/08/2024 01:30,2024-08-16 16:52:48,A0032,3
T0003679,Booking.com,Email,General Query,Low,2025-05-08 15:13:00,2025-05-08 15:47:12,A0021,4
T0001528,agoda,email,Technical Issue,Low,02/12/2024 03:49,2024-12-02 04:36:24,A0004,
T0001241,agoda,chat,Booking Change,Medium,2024-09-12 06:13:00,2024-09-12 20:36:24,A0036,4
T0001204,priceline,Email,technical issue,Low,2024-11-15 12:14:00,,A0054,
T0003525,KAYAK,chat,Booking Change,Medium,2024-09-11 13:15:00,2024-09-11 17:21:36,A0011,5
T0002238,priceline,phone,cancellation,Medium,2025-02-14 16:05:00,2025-02-14 18:57:12,A0060,
T0003876,Booking.com,chat,GENERAL QUERY,Medium,29/04/2025 13:21,2025-04-29 14:15:00,A0039,9
T0000662,KAYAK,social,General Query,Urgent,01/04/2025 16:54,2025-04-01 23:07:48,A0002,1
T0003721,priceline,phone,Technical Issue,High,15/03/2025 15:14,2025-03-15 16:24:48,A0036,4
T0002552,KAYAK,social,General Query,High,2025-02-19 14:13:00,2025-02-19 19:52:00,A0042,
T0000849,Booking.com,email,General Query,High,2025-05-07 09:53:00,2025-05-08 01:19:24,A0037,
T0002683,KAYAK,chat,Billing,Low,2024-08-02 10:31:00,2024-08-02 13:59:48,A0059,10
T0003677,agoda,social,Billing,High,2025-04-21 14:51:00,,A0030,
T0003248,agoda,chat,Technical Issue,Low,30/11/2024 23:02,2024-12-01 05:58:24,A0047,
T0004743,KAYAK,social,Billing,Urgent,14/09/2024 23:38,,A0037,
T0002971,Booking.com,social,CANCELLATION,Urgent,2024-08-03 16:46:00,2024-08-04 12:07:00,A0052,3
T0003415,agoda,phone,Booking Change ,Urgent,2025-02-27 08:14:00,2025-02-27 14:27:48,A0032,
T0002785,Booking.com,chat,Technical Issue,High,2024-09-05 02:35:00,2024-09-05 04:42:12,A0034,
T0001210,priceline,phone,General Query,High,2024-11-19 12:46:00,2024-11-19 14:09:24,A0035,5
T0000342,Booking.com,social,Cancellation,Urgent,14/06/2024 07:23,2024-06-14 08:08:36,A0020,
T0002842,agoda,email,CANCELLATION,High,2025-01-14 14:48:00,2025-01-14 16:53:24,A0031,4
T0000722,Booking.com,phone,Billing,Medium,2025-06-01 18:05:00,,A0053,
T0004488,priceline,phone,CANCELLATION,Low,2024-11-24 18:54:00,2024-11-24 21:35:24,A0027,5
T0002502,priceline,phone,Cancellation,Medium,25/06/2024 11:33,2024-06-26 02:55:48,A0055,4
T0001104,agoda,phone,Cancellation,Low,2025-02-12 06:24:00,2025-02-13 00:42:00,A0002,5
T0002468,KAYAK,chat,BOOKING CHANGE,Medium,02/07/2024 09:00,2024-07-02 09:40:12,A0026,8
T0000447,priceline,SOCIAL,TECHNICAL ISSUE,Urgent,15/01/2025 15:50,2025-01-16 06:34:24,A0048,
T0001969,priceline,phone,Technical Issue,Medium,16/09/2024 05:12,2024-09-16 14:59:24,A0056,
T0004872,agoda,CHAT,Billing,High,31/05/2025 06:05,,A0025,
T0000256,KAYAK,email,GENERAL QUERY,Low,2024-12-25 02:14:00,2024-12-25 16:54:48,A0057,4
T0001836,agoda,phone,Cancellation,Low,2025-01-04 07:36:00,2025-01-04 12:06:36,A0046,1
T0001665,KAYAK,email,BOOKING CHANGE,High,2024-07-02 16:56:00,2024-07-02 23:28:24,A0014,2
T0003258,KAYAK,email,Booking Change,Urgent,2025-03-16 18:00:00,,A0056,
T0000029,KAYAK,CHAT,Booking Change,High,2025-02-08 12:04:00,2025-02-08 21:28:36,A0040,
T0001811,priceline,CHAT,Booking Change,Low,2024-06-30 16:30:00,2024-07-01 00:23:24,A0016,1
T0002772,KAYAK,chat,GENERAL QUERY,High,2025-05-14 20:43:00,2025-05-15 01:03:24,A0021,1
T0003900,priceline,email,General Query,Urgent,2025-03-24 00:42:00,2025-03-24 09:31:48,A0054,2
T0003569,agoda,SOCIAL,general query,Medium,2024-09-20 15:34:00,2024-09-20 18:37:00,A0020,2
T0001145,agoda,social,General Query,High,2024-11-05 14:27:00,,A0026,
T0003671,agoda,phone,Cancellation,Low,2024-08-11 07:06:00,2024-08-11 07:58:48,A0056,3
T0004745,KAYAK,email,Billing,Low,2025-01-21 16:33:00,2025-01-21 19:55:48,A0015,4
T0004273,priceline,phone,Cancellation,High,2024-10-31 21:12:00,,A0044,
T0003108,agoda,phone,Booking Change,High,2024-09-18 16:52:00,2024-09-18 19:30:24,A0053,
T0003207,priceline,phone,Booking Change,Urgent,18/09/2024 08:29,2024-09-18 15:24:48,A0022,
T0003979,KAYAK,SOCIAL,Technical Issue,Low,2024-06-01 05:00:00,2024-06-01 08:45:36,A0056,
T0003641,KAYAK,social,TECHNICAL ISSUE,High,2025-02-10 16:58:00,2025-02-10 22:21:24,A0043,3
T0004894,priceline,email,Cancellation,Urgent,2024-08-13 14:23:00,,A0021,
T0001006,agoda,chat,booking change,Low,05/08/2024 11:33,2024-08-05 20:38:24,A0042,
T0004798,KAYAK,chat,TECHNICAL ISSUE,Urgent,28/09/2024 06:57,2024-09-28 08:18:36,A0002,
T0000137,priceline,phone,TECHNICAL ISSUE,Urgent,2024-09-12 00:04:00,2024-09-12 06:07:36,A0059,
T0001867,Booking.com,social,General Query,Medium,2025-02-07 06:59:00,2025-02-07 16:27:48,A0037,10
T0000195,KAYAK,social,General Query,High,2024-07-29 00:31:00,2024-07-29 13:37:00,A0029,3
T0000058,Booking.com,PHONE,Cancellation ,Low,2025-05-01 14:02:00,2025-05-01 19:23:00,A0013,
T0000424,KAYAK,social,Technical Issue,Urgent,2024-09-23 09:26:00,2024-09-24 09:16:24,A0014,4
T0001913,priceline,PHONE,Cancellation,High,26/09/2024 08:54,2024-09-26 10:22:48,A0049,3
T0000450,priceline,email,Billing,Urgent,07/06/2024 12:40,2024-06-07 20:37:36,A0052,4
